40.77.167.77 - - [09/Mar/2024:02:39:04 -0800] "GET /self.logs/access.log.2017-01-01.gz HTTP/1.1" 200 17634 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
94.156.68.167 - - [09/Mar/2024:09:38:24 -0800] "GET /inputs.php HTTP/1.1" 404 328 "-" "python-requests/2.27.1" 
185.192.16.47 - - [09/Mar/2024:09:38:57 -0800] "HEAD /restore/backup.tar.gz HTTP/1.1" 301 188 "-" "-" 
185.192.16.62 - - [09/Mar/2024:09:39:23 -0800] "HEAD /bak/credentials.txt HTTP/1.1" 301 186 "-" "-" 
185.192.16.46 - - [09/Mar/2024:09:39:23 -0800] "HEAD /bak/credentials.txt HTTP/1.1" 404 265 "-" "-" 
185.195.237.154 - - [09/Mar/2024:09:42:23 -0800] "HEAD /restore/www.gz HTTP/1.1" 301 181 "-" "-" 
185.195.237.158 - - [09/Mar/2024:09:42:23 -0800] "HEAD /restore/www.gz HTTP/1.1" 404 265 "-" "-" 
196.244.192.46 - - [09/Mar/2024:09:43:03 -0800] "HEAD /website.gz HTTP/1.1" 301 177 "-" "-" 
114.119.139.166 - - [09/Mar/2024:09:44:53 -0800] "GET /self.logs/error.log.2021-01-02 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
196.244.192.46 - - [09/Mar/2024:09:45:37 -0800] "HEAD /old/secrepo.com.zip HTTP/1.1" 301 186 "-" "-" 
196.244.192.46 - - [09/Mar/2024:09:45:38 -0800] "HEAD /old/secrepo.com.zip HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:09:46:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:09:46:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
114.119.139.166 - - [09/Mar/2024:09:48:10 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/dpd.html HTTP/1.1" 200 1664 "http://www.secrepo.com/Datasets%20Description/HTML_Bro_log_1/?C=D%3BO%3DA" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.142.8 - - [09/Mar/2024:09:48:25 -0800] "GET /self.logs/error.log.2020-07-17 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
185.195.237.154 - - [09/Mar/2024:09:51:10 -0800] "HEAD /public_html.rar HTTP/1.1" 301 182 "-" "-" 
185.195.237.158 - - [09/Mar/2024:09:51:10 -0800] "HEAD /public_html.rar HTTP/1.1" 404 265 "-" "-" 
212.30.36.70 - - [09/Mar/2024:09:53:11 -0800] "HEAD /backup.sql.zip HTTP/1.1" 301 181 "-" "-" 
212.30.36.55 - - [09/Mar/2024:09:53:12 -0800] "HEAD /backup.sql.zip HTTP/1.1" 404 265 "-" "-" 
185.221.132.222 - - [09/Mar/2024:09:54:00 -0800] "HEAD /old/directory.tar HTTP/1.1" 301 184 "-" "-" 
185.221.132.222 - - [09/Mar/2024:09:54:01 -0800] "HEAD /old/directory.tar HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:09:56:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:09:56:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
45.86.200.38 - - [09/Mar/2024:10:00:13 -0800] "HEAD /restore/backup.sql.tar HTTP/1.1" 301 189 "-" "-" 
45.86.200.50 - - [09/Mar/2024:10:00:14 -0800] "HEAD /restore/backup.sql.tar HTTP/1.1" 404 265 "-" "-" 
109.71.41.219 - - [09/Mar/2024:10:03:06 -0800] "HEAD /backup/full_backup.zip HTTP/1.1" 301 189 "-" "-" 
109.71.41.220 - - [09/Mar/2024:10:03:06 -0800] "HEAD /backup/full_backup.zip HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:10:06:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:10:06:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
51.175.72.176 - - [09/Mar/2024:10:07:16 -0800] "GET /self.logs/ HTTP/1.1" 200 48616 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0" 
185.195.237.158 - - [09/Mar/2024:10:09:29 -0800] "HEAD /bak/mysql.sql HTTP/1.1" 301 180 "-" "-" 
185.195.237.158 - - [09/Mar/2024:10:09:30 -0800] "HEAD /bak/mysql.sql HTTP/1.1" 404 265 "-" "-" 
98.159.226.191 - - [09/Mar/2024:10:09:36 -0800] "HEAD /old/index.zip HTTP/1.1" 301 180 "-" "-" 
98.159.226.185 - - [09/Mar/2024:10:09:37 -0800] "HEAD /old/index.zip HTTP/1.1" 404 265 "-" "-" 
85.203.45.79 - - [09/Mar/2024:10:11:24 -0800] "HEAD /backup/dump.sql HTTP/1.1" 301 182 "-" "-" 
185.195.237.157 - - [09/Mar/2024:10:12:58 -0800] "HEAD /back/index.zip HTTP/1.1" 301 181 "-" "-" 
185.195.237.158 - - [09/Mar/2024:10:12:59 -0800] "HEAD /back/index.zip HTTP/1.1" 404 265 "-" "-" 
185.195.237.158 - - [09/Mar/2024:10:14:04 -0800] "HEAD /backup/backup.tar HTTP/1.1" 301 184 "-" "-" 
188.212.135.20 - - [09/Mar/2024:10:16:22 -0800] "HEAD /backups/public_html.gz HTTP/1.1" 301 189 "-" "-" 
188.212.135.63 - - [09/Mar/2024:10:16:23 -0800] "HEAD /backups/public_html.gz HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:10:16:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:10:16:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
109.71.41.219 - - [09/Mar/2024:10:24:25 -0800] "HEAD /old/directory.zip HTTP/1.1" 301 184 "-" "-" 
109.71.41.220 - - [09/Mar/2024:10:24:26 -0800] "HEAD /old/directory.zip HTTP/1.1" 404 265 "-" "-" 
85.203.45.78 - - [09/Mar/2024:10:25:27 -0800] "HEAD /back/directory.tar.gz HTTP/1.1" 301 188 "-" "-" 
85.203.45.79 - - [09/Mar/2024:10:25:27 -0800] "HEAD /back/directory.tar.gz HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:10:26:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:10:26:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
45.86.200.43 - - [09/Mar/2024:10:26:58 -0800] "HEAD /backups/bak.rar HTTP/1.1" 301 182 "-" "-" 
45.86.200.33 - - [09/Mar/2024:10:26:59 -0800] "HEAD /backups/bak.rar HTTP/1.1" 404 265 "-" "-" 
109.71.41.220 - - [09/Mar/2024:10:30:29 -0800] "HEAD /backups/mysql.sql HTTP/1.1" 301 184 "-" "-" 
109.71.41.219 - - [09/Mar/2024:10:31:34 -0800] "HEAD /back/sftp-config.json HTTP/1.1" 301 188 "-" "-" 
109.71.41.220 - - [09/Mar/2024:10:31:35 -0800] "HEAD /back/sftp-config.json HTTP/1.1" 404 265 "-" "-" 
85.203.45.184 - - [09/Mar/2024:10:32:12 -0800] "HEAD /backup/secrepo.com.tar.gz HTTP/1.1" 301 192 "-" "-" 
85.203.45.184 - - [09/Mar/2024:10:32:13 -0800] "HEAD /backup/secrepo.com.tar.gz HTTP/1.1" 404 265 "-" "-" 
109.71.41.219 - - [09/Mar/2024:10:32:55 -0800] "HEAD /restore/directory.rar HTTP/1.1" 301 188 "-" "-" 
109.71.41.219 - - [09/Mar/2024:10:32:57 -0800] "HEAD /restore/directory.rar HTTP/1.1" 404 265 "-" "-" 
164.92.179.160 - - [09/Mar/2024:10:33:12 -0800] "GET / HTTP/1.1" 301 419 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" 
164.92.179.160 - - [09/Mar/2024:10:33:12 -0800] "GET / HTTP/1.1" 200 13141 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" 
45.130.81.74 - - [09/Mar/2024:10:34:01 -0800] "HEAD /full_backup.zip HTTP/1.1" 301 182 "-" "-" 
45.130.81.89 - - [09/Mar/2024:10:34:02 -0800] "HEAD /full_backup.zip HTTP/1.1" 404 265 "-" "-" 
98.159.226.248 - - [09/Mar/2024:10:34:36 -0800] "HEAD /backup/backup.sql.tar HTTP/1.1" 301 188 "-" "-" 
98.159.226.252 - - [09/Mar/2024:10:34:36 -0800] "HEAD /backup/backup.sql.tar HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:10:36:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:10:36:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
188.212.135.54 - - [09/Mar/2024:10:40:30 -0800] "HEAD /back/bak.tar HTTP/1.1" 301 179 "-" "-" 
188.212.135.44 - - [09/Mar/2024:10:40:30 -0800] "HEAD /back/bak.tar HTTP/1.1" 404 265 "-" "-" 
20.191.45.212 - - [09/Mar/2024:10:42:04 -0800] "GET / HTTP/1.1" 200 13185 "http://www.secrepo.com/" "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)" 
20.191.45.212 - - [09/Mar/2024:10:42:04 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/bootstrap/img/favicon.ico" "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)" 
98.159.226.251 - - [09/Mar/2024:10:43:40 -0800] "HEAD /backup.tar HTTP/1.1" 301 177 "-" "-" 
185.198.243.86 - - [09/Mar/2024:10:44:53 -0800] "HEAD /bak/public_html.tar.gz HTTP/1.1" 301 189 "-" "-" 
185.198.243.114 - - [09/Mar/2024:10:44:55 -0800] "HEAD /bak/public_html.tar.gz HTTP/1.1" 404 265 "-" "-" 
212.30.36.15 - - [09/Mar/2024:10:45:17 -0800] "HEAD /bak/config.json HTTP/1.1" 301 182 "-" "-" 
212.30.36.33 - - [09/Mar/2024:10:45:18 -0800] "HEAD /bak/config.json HTTP/1.1" 404 265 "-" "-" 
188.212.135.52 - - [09/Mar/2024:10:46:08 -0800] "HEAD /backups/.bash_history HTTP/1.1" 301 188 "-" "-" 
107.20.105.74 - - [09/Mar/2024:10:46:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:10:46:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
188.212.135.34 - - [09/Mar/2024:10:46:52 -0800] "HEAD /old/well-known.zip HTTP/1.1" 301 185 "-" "-" 
45.130.81.82 - - [09/Mar/2024:10:47:43 -0800] "HEAD /bak/secrepo.com.zip HTTP/1.1" 301 186 "-" "-" 
45.130.81.90 - - [09/Mar/2024:10:47:43 -0800] "HEAD /bak/secrepo.com.zip HTTP/1.1" 404 265 "-" "-" 
45.130.81.106 - - [09/Mar/2024:10:47:46 -0800] "HEAD /well-known.zip HTTP/1.1" 301 181 "-" "-" 
45.130.81.108 - - [09/Mar/2024:10:47:47 -0800] "HEAD /well-known.zip HTTP/1.1" 404 265 "-" "-" 
40.77.167.54 - - [09/Mar/2024:10:52:05 -0800] "GET /self.logs/access.log.2017-02-04.gz HTTP/1.1" 301 487 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
107.20.105.74 - - [09/Mar/2024:10:56:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:10:56:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
114.119.142.8 - - [09/Mar/2024:10:58:42 -0800] "GET /self.logs/error.log.2019-10-13 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
45.86.200.185 - - [09/Mar/2024:10:59:07 -0800] "HEAD /__MACOSX.zip HTTP/1.1" 301 179 "-" "-" 
45.86.200.175 - - [09/Mar/2024:10:59:08 -0800] "HEAD /__MACOSX.zip HTTP/1.1" 404 265 "-" "-" 
94.23.203.86 - - [09/Mar/2024:11:00:27 -0800] "GET /robots.txt HTTP/1.1" 301 495 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
94.23.203.86 - - [09/Mar/2024:11:00:28 -0800] "GET /robots.txt HTTP/1.1" 200 377 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
94.23.203.86 - - [09/Mar/2024:11:00:37 -0800] "GET /%C2%A0%C2%A0 HTTP/1.1" 301 427 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
94.23.203.86 - - [09/Mar/2024:11:00:42 -0800] "GET /%C3%82%C2%A0%C3%82 HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
94.23.203.86 - - [09/Mar/2024:11:00:49 -0800] "GET /honeypot//%22http://amunhoney.sourceforge.net//%22 HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
185.198.243.103 - - [09/Mar/2024:11:00:49 -0800] "HEAD /website.tar HTTP/1.1" 301 178 "-" "-" 
45.89.242.148 - - [09/Mar/2024:11:00:50 -0800] "HEAD /website.tar HTTP/1.1" 404 265 "-" "-" 
94.23.203.86 - - [09/Mar/2024:11:00:59 -0800] "GET /honeypot//%22http://glastopf.org//%22 HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
94.23.203.86 - - [09/Mar/2024:11:01:12 -0800] "GET /honeypot//%22http://www.maxmind.com/%22 HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
94.23.203.86 - - [09/Mar/2024:11:01:22 -0800] "GET /honeypot//%22https://twitter.com/sooshie/%22 HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
94.23.203.86 - - [09/Mar/2024:11:01:35 -0800] "GET /honeypot//%22https://twitter.com/theroxyd/%22 HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
94.23.203.86 - - [09/Mar/2024:11:01:45 -0800] "GET /self.logs/ HTTP/1.1" 200 48572 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
94.23.203.86 - - [09/Mar/2024:11:02:24 -0800] "GET /%C2%A0 HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
94.23.203.86 - - [09/Mar/2024:11:02:38 -0800] "GET / HTTP/1.1" 200 13141 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
45.86.200.202 - - [09/Mar/2024:11:03:16 -0800] "HEAD /bak/Archive.zip HTTP/1.1" 301 182 "-" "-" 
45.86.200.163 - - [09/Mar/2024:11:03:18 -0800] "HEAD /bak/Archive.zip HTTP/1.1" 404 265 "-" "-" 
212.30.37.44 - - [09/Mar/2024:11:03:54 -0800] "HEAD /old/backup.sql.zip HTTP/1.1" 301 185 "-" "-" 
212.30.37.40 - - [09/Mar/2024:11:03:55 -0800] "HEAD /old/backup.sql.zip HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:11:06:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:11:06:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
45.86.200.194 - - [09/Mar/2024:11:06:53 -0800] "HEAD /backups/backup.rar HTTP/1.1" 301 185 "-" "-" 
45.86.200.197 - - [09/Mar/2024:11:06:54 -0800] "HEAD /backups/backup.rar HTTP/1.1" 404 265 "-" "-" 
85.203.45.78 - - [09/Mar/2024:11:09:18 -0800] "HEAD /bak/.well-known.zip HTTP/1.1" 301 186 "-" "-" 
85.203.45.184 - - [09/Mar/2024:11:09:19 -0800] "HEAD /bak/.well-known.zip HTTP/1.1" 404 265 "-" "-" 
185.198.243.86 - - [09/Mar/2024:11:11:07 -0800] "HEAD /backup/bak.gz HTTP/1.1" 301 180 "-" "-" 
185.198.243.94 - - [09/Mar/2024:11:11:08 -0800] "HEAD /backup/bak.gz HTTP/1.1" 404 265 "-" "-" 
81.181.57.88 - - [09/Mar/2024:11:13:21 -0800] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5 (.NET CLR 3.5.30729)" 
81.181.57.88 - - [09/Mar/2024:11:13:24 -0800] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5 (.NET CLR 3.5.30729)" 
212.30.37.27 - - [09/Mar/2024:11:15:33 -0800] "HEAD /restore/www.tar.gz HTTP/1.1" 301 185 "-" "-" 
107.20.105.74 - - [09/Mar/2024:11:16:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:11:16:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
212.30.37.49 - - [09/Mar/2024:11:21:31 -0800] "HEAD /old/secrepo.com.rar HTTP/1.1" 301 186 "-" "-" 
212.30.37.48 - - [09/Mar/2024:11:21:32 -0800] "HEAD /old/secrepo.com.rar HTTP/1.1" 404 265 "-" "-" 
45.86.200.207 - - [09/Mar/2024:11:21:41 -0800] "HEAD /public_html.tar HTTP/1.1" 301 182 "-" "-" 
45.86.200.164 - - [09/Mar/2024:11:21:41 -0800] "HEAD /public_html.tar HTTP/1.1" 404 265 "-" "-" 
82.118.29.238 - - [09/Mar/2024:11:24:03 -0800] "HEAD /backups/bak.tar.gz HTTP/1.1" 301 185 "-" "-" 
185.195.237.146 - - [09/Mar/2024:11:24:07 -0800] "HEAD /old/website.zip HTTP/1.1" 301 182 "-" "-" 
185.195.237.146 - - [09/Mar/2024:11:24:08 -0800] "HEAD /old/website.zip HTTP/1.1" 404 265 "-" "-" 
82.118.29.218 - - [09/Mar/2024:11:24:55 -0800] "HEAD /restore/Archive.zip HTTP/1.1" 301 186 "-" "-" 
82.118.29.236 - - [09/Mar/2024:11:24:56 -0800] "HEAD /restore/Archive.zip HTTP/1.1" 404 265 "-" "-" 
45.86.200.55 - - [09/Mar/2024:11:25:37 -0800] "HEAD /restore/backup.rar HTTP/1.1" 301 185 "-" "-" 
45.86.200.55 - - [09/Mar/2024:11:25:38 -0800] "HEAD /restore/backup.rar HTTP/1.1" 404 265 "-" "-" 
114.119.150.155 - - [09/Mar/2024:11:25:40 -0800] "GET /self.logs/error.log.2020-08-30 HTTP/1.1" 200 351 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
85.203.45.186 - - [09/Mar/2024:11:26:10 -0800] "HEAD /restore/backup.tar HTTP/1.1" 301 185 "-" "-" 
85.203.45.186 - - [09/Mar/2024:11:26:11 -0800] "HEAD /restore/backup.tar HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:11:26:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:11:26:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
45.86.200.108 - - [09/Mar/2024:11:26:56 -0800] "HEAD /back/backup.tar HTTP/1.1" 301 182 "-" "-" 
114.119.157.24 - - [09/Mar/2024:11:27:07 -0800] "GET /self.logs/error.log.2020-04-03 HTTP/1.1" 200 351 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.139.166 - - [09/Mar/2024:11:28:37 -0800] "GET /self.logs/error.log.2020-03-05 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
216.244.66.245 - - [09/Mar/2024:11:29:24 -0800] "GET /robots.txt HTTP/1.1" 200 333 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [09/Mar/2024:11:29:25 -0800] "GET /robots.txt HTTP/1.1" 301 439 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [09/Mar/2024:11:29:26 -0800] "GET /robots.txt HTTP/1.1" 200 333 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
85.203.45.78 - - [09/Mar/2024:11:30:16 -0800] "HEAD /old/full_backup.zip HTTP/1.1" 301 186 "-" "-" 
85.203.45.186 - - [09/Mar/2024:11:30:17 -0800] "HEAD /old/full_backup.zip HTTP/1.1" 404 265 "-" "-" 
45.86.200.89 - - [09/Mar/2024:11:34:56 -0800] "HEAD /backups/dump.sql HTTP/1.1" 301 183 "-" "-" 
45.86.200.108 - - [09/Mar/2024:11:34:56 -0800] "HEAD /backups/dump.sql HTTP/1.1" 404 265 "-" "-" 
114.119.140.107 - - [09/Mar/2024:11:34:58 -0800] "GET /self.logs/error.log.2020-05-12 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
85.203.45.78 - - [09/Mar/2024:11:35:59 -0800] "HEAD /back/backup.rar HTTP/1.1" 301 182 "-" "-" 
85.203.45.78 - - [09/Mar/2024:11:35:59 -0800] "HEAD /back/backup.rar HTTP/1.1" 404 265 "-" "-" 
107.20.105.74 - - [09/Mar/2024:11:36:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [09/Mar/2024:11:36:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
216.244.66.245 - - [09/Mar/2024:11:37:58 -0800] "GET /self.logs/error.log.2023-10-26 HTTP/1.1" 200 307 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
45.86.200.183 - - [09/Mar/2024:11:38:33 -0800] "HEAD /backups/.env HTTP/1.1" 301 179 "-" "-" 
45.86.200.180 - - [09/Mar/2024:11:38:34 -0800] "HEAD /backups/.env HTTP/1.1" 404 265 "-" "-" 
51.175.72.176 - - [09/Mar/2024:11:40:13 -0800] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0" 
51.175.72.176 - - [09/Mar/2024:11:40:13 -0800] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0" 
51.175.72.176 - - [09/Mar/2024:11:40:14 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27893 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0" 
51.175.72.176 - - [09/Mar/2024:11:40:14 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0" 
51.175.72.176 - - [09/Mar/2024:11:40:14 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0" 
51.175.72.176 - - [09/Mar/2024:11:41:04 -0800] "GET /maccdc2012/http.log.gz HTTP/1.1" 200 56420988 "-" "Wget/1.21.2" 
216.244.66.245 - - [09/Mar/2024:11:42:08 -0800] "GET /Datasets%20Description/Network/http.html HTTP/1.1" 301 495 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
51.175.72.176 - - [09/Mar/2024:11:43:36 -0800] "GET /maccdc2012/dns.log.gz HTTP/1.1" 200 6607379 "-" "Wget/1.21.2" 
51.175.72.176 - - [09/Mar/2024:11:44:25 -0800] "GET /maccdc2012/files.log.gz HTTP/1.1" 200 51233469 "-" "Wget/1.21.2" 
40.77.167.24 - - [09/Mar/2024:11:44:35 -0800] "GET / HTTP/1.1" 200 13141 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
51.175.72.176 - - [09/Mar/2024:11:44:39 -0800] "GET /css/style.css HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0" 
51.175.72.176 - - [09/Mar/2024:11:44:39 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0" 
