205.185.122.113 - - [01/Dec/2023:01:43:52 -0800] "GET /wp-login.php HTTP/1.1" 429 501 "http://www.google.com.hk" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36" 
66.249.64.107 - - [01/Dec/2023:22:37:11 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.123 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
107.20.105.74 - - [01/Dec/2023:22:46:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [01/Dec/2023:22:46:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
82.67.12.164 - - [01/Dec/2023:22:48:33 -0800] "GET / HTTP/1.1" 301 419 "https://www.bing.com/" "Mozilla/5.0 (Windows; Windows NT 10.4; WOW64) AppleWebKit/601.11 (KHTML, like Gecko) Chrome/52.0.2487.144 Safari/535" 
82.67.12.164 - - [01/Dec/2023:22:48:33 -0800] "GET / HTTP/1.1" 200 49089 "https://www.bing.com/" "Mozilla/5.0 (Windows; Windows NT 10.4; WOW64) AppleWebKit/601.11 (KHTML, like Gecko) Chrome/52.0.2487.144 Safari/535" 
157.55.39.49 - - [01/Dec/2023:22:50:14 -0800] "GET /self.logs/access.log.2018-12-24.gz HTTP/1.1" 301 487 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
52.167.144.238 - - [01/Dec/2023:22:53:49 -0800] "GET /self.logs/access.log.2018-10-26.gz HTTP/1.1" 301 487 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
207.46.13.128 - - [01/Dec/2023:22:54:17 -0800] "GET /self.logs/2015/access.log.2015-09-30.gz HTTP/1.1" 200 5095 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
196.196.34.109 - - [01/Dec/2023:22:54:18 -0800] "GET /honeypot/Honeypot%20-%20Howto%20-%20BSides%20Austin.pdf HTTP/1.1" 200 2771080 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" 
107.20.105.74 - - [01/Dec/2023:22:56:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [01/Dec/2023:22:56:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
103.151.116.46 - - [01/Dec/2023:23:00:15 -0800] "GET //FCKeditor/editor/filemanager/connectors/asp/connector.asp HTTP/1.1" 404 328 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:15 -0800] "GET //FCKeditor/editor/filemanager/browser/default/connectors/asp/connector.asp HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:15 -0800] "GET //FCKeditor3/editor/filemanager/connectors/asp/connector.asp HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:16 -0800] "GET //FCKeditor3/editor/filemanager/browser/default/connectors/asp/connector.asp HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:16 -0800] "GET //Web_fckeditor/editor/filemanager/connectors/asp/connector.asp HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:16 -0800] "GET //Web_fckeditor/editor/filemanager/browser/default/connectors/asp/connector.asp HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:16 -0800] "GET //admin/FCKeditor/editor/filemanager/connectors/asp/connector.asp HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:17 -0800] "GET //admin/FCKeditor/editor/filemanager/browser/default/connectors/asp/connector.asp HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:17 -0800] "GET //js/FCKeditor/editor/filemanager/connectors/asp/connector.asp HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:17 -0800] "GET //js/FCKeditor/editor/filemanager/browser/default/connectors/asp/connector.asp HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:17 -0800] "GET //UEditor/net/controller.ashx?action=catchimage HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:18 -0800] "GET //js/ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:18 -0800] "GET //Content/Js/ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:18 -0800] "GET //Utility/UEditor/net/controller.ashx?action=catchimage HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:19 -0800] "GET //admin/home/ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
103.151.116.46 - - [01/Dec/2023:23:00:19 -0800] "GET //admin/ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 404 250 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
107.20.105.74 - - [01/Dec/2023:23:06:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [01/Dec/2023:23:06:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
52.167.144.228 - - [01/Dec/2023:23:06:40 -0800] "GET /self.logs/2015/error.log.2015-11-05.gz HTTP/1.1" 200 1132 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
114.119.148.102 - - [01/Dec/2023:23:07:53 -0800] "GET /self.logs/error.log.2020-04-03 HTTP/1.1" 200 351 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
40.77.167.32 - - [01/Dec/2023:23:14:03 -0800] "GET /self.logs/access.log.2018-10-30.gz HTTP/1.1" 200 28164 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
107.20.105.74 - - [01/Dec/2023:23:16:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [01/Dec/2023:23:16:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
157.55.39.61 - - [01/Dec/2023:23:23:20 -0800] "GET /self.logs/access.log.2019-03-14.gz HTTP/1.1" 301 487 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
157.55.39.61 - - [01/Dec/2023:23:26:17 -0800] "GET /self.logs/access.log.2020-04-28.gz HTTP/1.1" 301 487 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
107.20.105.74 - - [01/Dec/2023:23:26:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [01/Dec/2023:23:26:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
52.167.144.186 - - [01/Dec/2023:23:34:03 -0800] "GET /self.logs/access.log.2020-09-15.gz HTTP/1.1" 301 487 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
107.20.105.74 - - [01/Dec/2023:23:36:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [01/Dec/2023:23:36:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
54.36.149.56 - - [01/Dec/2023:23:36:53 -0800] "GET /robots.txt HTTP/1.1" 200 333 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
51.222.253.9 - - [01/Dec/2023:23:36:55 -0800] "GET / HTTP/1.1" 200 13142 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
107.20.105.74 - - [01/Dec/2023:23:46:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [01/Dec/2023:23:46:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
49.67.240.41 - - [01/Dec/2023:23:50:10 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4280.67 Safari/537.36 Edg/97.0.664.52" 
61.147.21.49 - - [01/Dec/2023:23:56:35 -0800] "GET /favicon.ico HTTP/1.1" 200 391 "-" "Dalvik/2.1.0 (Linux; U; Android 9.0; ZTE BA520 Build/MRA58K)" 
107.20.105.74 - - [01/Dec/2023:23:56:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [01/Dec/2023:23:56:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
61.147.15.65 - - [01/Dec/2023:23:56:54 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/4.0.206.1 Safari/532.0" 
222.211.72.58 - - [01/Dec/2023:23:58:34 -0800] "GET / HTTP/1.1" 418 747 "http://www.secrepo.com" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" 
107.20.105.74 - - [02/Dec/2023:00:06:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:00:06:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:00:16:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:00:16:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
202.95.15.167 - - [02/Dec/2023:00:17:06 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4280.67 Safari/537.36 Edg/97.0.664.52" 
118.123.237.218 - - [02/Dec/2023:00:23:35 -0800] "GET / HTTP/1.1" 200 13186 "http://www.secrepo.com" "ozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; .NET CLR 2.0.50727; SLCC2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; Tablet PC 2.0; .NET4.0E)" 
107.20.105.74 - - [02/Dec/2023:00:26:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:00:26:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
49.7.21.121 - - [02/Dec/2023:00:27:51 -0800] "GET / HTTP/1.1" 200 13149 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
103.131.71.212 - - [02/Dec/2023:00:34:35 -0800] "GET /robots.txt HTTP/1.1" 301 458 "-" "Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)" 
103.131.71.212 - - [02/Dec/2023:00:34:38 -0800] "GET /robots.txt HTTP/1.1" 200 340 "-" "Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)" 
103.131.71.202 - - [02/Dec/2023:00:34:40 -0800] "GET /favicon.ico HTTP/1.1" 301 460 "-" "Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)" 
114.119.140.87 - - [02/Dec/2023:00:35:54 -0800] "GET /robots.txt HTTP/1.1" 200 377 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
107.20.105.74 - - [02/Dec/2023:00:36:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:00:36:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
103.131.71.214 - - [02/Dec/2023:00:39:12 -0800] "GET /robots.txt HTTP/1.1" 200 340 "-" "Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)" 
103.131.71.212 - - [02/Dec/2023:00:39:14 -0800] "GET /favicon.ico HTTP/1.1" 200 354 "-" "Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)" 
66.249.70.71 - - [02/Dec/2023:00:46:24 -0800] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.106 - - [02/Dec/2023:00:46:25 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.108 - - [02/Dec/2023:00:46:27 -0800] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/119.0.6045.159 Safari/537.36" 
107.20.105.74 - - [02/Dec/2023:00:46:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:00:46:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
60.249.89.73 - - [02/Dec/2023:00:48:48 -0800] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 200 94993440 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0" 
60.249.89.73 - - [02/Dec/2023:00:49:40 -0800] "GET /honeypot/honeypot.json.zip HTTP/1.1" 200 23086043 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0" 
51.222.253.15 - - [02/Dec/2023:00:52:02 -0800] "GET /self.logs/2016/?C=N;O=D HTTP/1.1" 200 8028 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
157.55.39.9 - - [02/Dec/2023:00:52:12 -0800] "GET /self.logs/access.log.2020-09-26.gz HTTP/1.1" 301 487 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
107.20.105.74 - - [02/Dec/2023:00:56:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:00:56:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
114.119.150.38 - - [02/Dec/2023:00:58:01 -0800] "GET /self.logs/error.log.2020-02-24 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
222.211.72.52 - - [02/Dec/2023:01:04:58 -0800] "GET / HTTP/1.1" 200 13185 "http://www.secrepo.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)" 
66.249.64.107 - - [02/Dec/2023:01:05:06 -0800] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.108 - - [02/Dec/2023:01:05:08 -0800] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/119.0.6045.159 Safari/537.36" 
107.20.105.74 - - [02/Dec/2023:01:06:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:01:06:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
40.77.167.33 - - [02/Dec/2023:01:06:46 -0800] "GET /self.logs/access.log.2017-03-30.gz HTTP/1.1" 301 487 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
107.20.105.74 - - [02/Dec/2023:01:16:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:01:16:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
207.46.13.126 - - [02/Dec/2023:01:17:52 -0800] "GET /self.logs/access.log.2017-03-17.gz HTTP/1.1" 200 17872 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
107.20.105.74 - - [02/Dec/2023:01:26:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:01:26:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
222.77.96.146 - - [02/Dec/2023:01:29:46 -0800] "GET / HTTP/1.1" 200 13186 "http://www.secrepo.com" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.835.163 Safari/535.1" 
114.119.136.160 - - [02/Dec/2023:01:30:34 -0800] "GET /self.logs/error.log.2020-01-30 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
107.20.105.74 - - [02/Dec/2023:01:36:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:01:36:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
222.77.96.129 - - [02/Dec/2023:01:36:51 -0800] "GET / HTTP/1.1" 200 13185 "http://www.secrepo.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)" 
195.191.219.130 - - [02/Dec/2023:01:42:01 -0800] "GET /robots.txt HTTP/1.1" 200 377 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
195.191.219.130 - - [02/Dec/2023:01:42:03 -0800] "GET / HTTP/1.1" 200 13107 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
66.249.70.64 - - [02/Dec/2023:01:45:29 -0800] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.107 - - [02/Dec/2023:01:45:30 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.108 - - [02/Dec/2023:01:45:33 -0800] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/119.0.6045.159 Safari/537.36" 
107.20.105.74 - - [02/Dec/2023:01:46:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:01:46:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
103.230.14.120 - - [02/Dec/2023:01:48:06 -0800] "GET /adm/index.php HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
182.131.31.39 - - [02/Dec/2023:01:50:48 -0800] "GET / HTTP/1.1" 200 13186 "http://www.secrepo.com" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36" 
216.244.66.245 - - [02/Dec/2023:01:52:06 -0800] "GET /robots.txt HTTP/1.1" 200 333 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
107.20.105.74 - - [02/Dec/2023:01:56:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:01:56:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
40.77.167.26 - - [02/Dec/2023:01:56:48 -0800] "GET /self.logs/access.log.2021-07-10.gz HTTP/1.1" 301 487 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
40.77.167.26 - - [02/Dec/2023:01:59:01 -0800] "GET /self.logs/access.log.2018-11-23.gz HTTP/1.1" 301 487 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
52.167.144.179 - - [02/Dec/2023:01:59:49 -0800] "GET /self.logs/access.log.2017-06-14.gz HTTP/1.1" 200 37402 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
114.119.148.138 - - [02/Dec/2023:02:01:35 -0800] "GET /self.logs/error.log.2020-06-20 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
77.125.108.45 - - [02/Dec/2023:02:02:21 -0800] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" 
77.125.108.45 - - [02/Dec/2023:02:02:21 -0800] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" 
107.20.105.74 - - [02/Dec/2023:02:06:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:02:06:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
40.77.167.15 - - [02/Dec/2023:02:08:29 -0800] "GET /self.logs/error.log.2017-08-18.gz HTTP/1.1" 200 872 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
52.167.144.235 - - [02/Dec/2023:02:12:17 -0800] "GET /self.logs/access.log.2018-06-29.gz HTTP/1.1" 301 487 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
212.7.203.12 - - [02/Dec/2023:02:13:28 -0800] "GET / HTTP/1.1" 200 13141 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36" 
107.20.105.74 - - [02/Dec/2023:02:16:40 -0800] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
107.20.105.74 - - [02/Dec/2023:02:16:40 -0800] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
